legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
《珠海市市场监督管理局行使行政处罚自由裁量权实施办法》第十七条第一项,其他,ai,True,<泛类型>,仅给出条款序号，无法判断具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《珠海市市场监督管理局行使行政处罚自由裁量权实施办法》第十七条第一项
《珠海特区报》,公共文化与传媒,ai,True,<泛类型>,《珠海特区报》属新闻传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《珠海特区报》
《珠海经济特区出租车管理条例》第三十六条第三项的规定,交通运输,ai,True,<泛类型>,出租车管理条例属道路运输管理。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《珠海经济特区出租车管理条例》第三十六条第三项的规定
《珠海经济特区出租车管理条例》第二十一条第一款的规定,交通运输,ai,True,<泛类型>,出租车管理条例属城市客运交通管理。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《珠海经济特区出租车管理条例》第二十一条第一款的规定
《瓦斯巡回检查制度》,安全生产,ai,True,<泛类型>,瓦斯巡检属矿山安全生产管理制度。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《瓦斯巡回检查制度》
《瓦斯日报表》,安全生产,ai,True,<泛类型>,《瓦斯日报表》属矿山瓦斯安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《瓦斯日报表》
《瓦检员交接班制度》,安全生产,ai,True,<泛类型>,矿井瓦检交接班制度属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《瓦检员交接班制度》
《瓶装液化石油气调压器》,产品质量与安全,ai,True,<泛类型>,系瓶装液化气调压器产品质量标准。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《瓶装液化石油气调压器》
《瓶装液化石油气配送管理指南(试行)》,燃气安全,ai,True,<泛类型>,规范瓶装液化石油气配送安全管理。,燃气安全,(6-7) 泛型法条被AI分为具体分类'燃气安全'，应删除 | 原标记: <泛类型> | 法条: 《瓶装液化石油气配送管理指南(试行)》
《甘肃省人民政府办公厅转发省财政厅等部门关于甘肃省地方教育附加征收使用管理办法的通知》,财税与金融监管,ai,True,<泛类型>,涉及教育附加费征收使用管理规定。,税收违规,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省人民政府办公厅转发省财政厅等部门关于甘肃省地方教育附加征收使用管理办法的通知》
《甘肃省住建系统行政处罚自由裁量权基准及其适用规则》,建设工程与房地产,ai,True,<泛类型>,住建系统处罚基准，属建设工程监管。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省住建系统行政处罚自由裁量权基准及其适用规则》
《甘肃省住房和城乡建设厅行政处罚自由裁量权标准》,建设工程与房地产,ai,True,<泛类型>,《住房和城乡建设》领域处罚标准。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省住房和城乡建设厅行政处罚自由裁量权标准》
《甘肃省住房和城乡建设系统行政处罚自由裁量权基准适用规则》第六条,建设工程与房地产,ai,True,<泛类型>,住房城乡建设系统行政处罚规则。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省住房和城乡建设系统行政处罚自由裁量权基准适用规则》第六条
《甘肃省合同监督管理条例》第十四条,市场秩序与竞争监管,ai,True,<泛类型>,合同监督管理本质属市场交易监管。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省合同监督管理条例》第十四条
《甘肃省合同监督管理条例》第十四条第一款,*合同监督管理*,ai,True,<泛类型>,依据合同监督管理条例内容设定。,*合同监督管理*,(6-6) AI分类含星号'*合同监督管理*'，分类不确定 | 法条: 《甘肃省合同监督管理条例》第十四条第一款
《甘肃省地方教育附加征收使用管理办法》,财税与金融监管,ai,True,<泛类型>,涉及教育附加费征收管理问题。,税收违规,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省地方教育附加征收使用管理办法》
《甘肃省地方教育附加征收使用管理办法》第二条,财税与金融监管,ai,True,<泛类型>,涉及教育附加费征收管理，属税费。,税收违规,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省地方教育附加征收使用管理办法》第二条
《甘肃省城乡集市贸易管理办法》第三十五条,市场秩序与竞争监管,ai,True,<泛类型>,城乡集市管理本质属市场秩序规范。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省城乡集市贸易管理办法》第三十五条
《甘肃省城乡集市贸易管理办法》第十九条第（一）项,市场秩序与竞争监管,ai,True,<泛类型>,集市贸易管理，规范市场秩序。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省城乡集市贸易管理办法》第十九条第（一）项
《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》,其他,ai,True,<泛类型>,仅为程序性规定，无法对应具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》
《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十五条第一款第（一）项及,其他,ai,True,<泛类型>,仅给出规则条款，无具体案情。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十五条第一款第（一）项及
《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十八条,其他,ai,True,<泛类型>,仅给出条文标题，无法判断内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十八条
《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十八条第（一）项,其他,ai,True,<泛类型>,仅给出条款编号，无法判断内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十八条第（一）项
《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十六条第（一）项,其他,ai,True,<泛类型>,仅给出条款编号，无法判断具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省工商行政管理机关行政处罚自由裁量权实施规则》第十六条第（一）项
《甘肃省建筑市场管理条例》第三十九条,建设工程与房地产,ai,True,<泛类型>,《建筑市场管理条例》属工程建设领域。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省建筑市场管理条例》第三十九条
《甘肃省建筑市场管理条例》第四十二条,建设工程与房地产,ai,True,<泛类型>,依据建筑市场管理条例内容，属建设领域。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省建筑市场管理条例》第四十二条
《甘肃省建筑市场管理条例》第四十四条,建设工程与房地产,ai,True,<泛类型>,依据建筑市场管理条例，属建设领域。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省建筑市场管理条例》第四十四条
《甘肃省水电站引泄水流量监督管理办法》第七条、第十九条,环境保护,ai,True,<泛类型>,《水利》领域水流量监督管理相关。,水资源,(6-7) 泛型法条被AI分为具体分类'环境保护'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省水电站引泄水流量监督管理办法》第七条、第十九条
《甘肃省水行政处罚自由裁量权参照执行标准》,环境保护,ai,True,<泛类型>,依据水行政处罚裁量标准，属水事违法。,水资源,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省水行政处罚自由裁量权参照执行标准》
《甘肃省物业服务收费管理实施办法》第二十条,市场秩序与竞争监管,ai,True,<泛类型>,物业服务收费管理办法，属价格收费。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省物业服务收费管理实施办法》第二十条
《甘肃省统计行政处罚自由裁量标准》,统计相关,ai,True,<泛类型>,《统计行政处罚》直接对应统计领域。,统计相关,(6-7) 泛型法条被AI分为具体分类'统计相关'，应删除 | 原标记: <泛类型> | 法条: 《甘肃省统计行政处罚自由裁量标准》
《甘肃省规范行政处罚自由裁量权规定》第十一条第一款,其他,ai,True,<泛类型>,《规定》为程序性规范，未指向具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省规范行政处罚自由裁量权规定》第十一条第一款
《甘肃省规范行政处罚自由裁量权规定》第十一条规定,其他,ai,True,<泛类型>,仅为裁量规定本身，未涉具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《甘肃省规范行政处罚自由裁量权规定》第十一条规定
《生产台账》,安全生产,ai,True,<泛类型>,生产台账管理通常属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《生产台账》
《生产台账记录》,财税与金融监管,ai,True,<泛类型>,“生产台账记录”属账簿记录管理。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《生产台账记录》
《生产日报表》,统计相关,ai,True,<泛类型>,《生产日报表》属统计报送制度。,统计相关,(6-7) 泛型法条被AI分为具体分类'统计相关'，应删除 | 原标记: <泛类型> | 法条: 《生产日报表》
《生产材料买卖合同》,消费者权益/市场秩序,ai,True,<泛类型>,买卖合同纠纷，一般属消费领域。,消费者权益纠纷,(6-7) 泛型法条被AI分为具体分类'消费者权益/市场秩序'，应删除 | 原标记: <泛类型> | 法条: 《生产材料买卖合同》
《生产模具折旧清单》,财税与金融监管,ai,True,<泛类型>,《生产模具折旧清单》属财务核算凭证。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《生产模具折旧清单》
《生产班组日志》,安全生产,ai,True,<泛类型>,生产班组日志通常属安全生产管理要求。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《生产班组日志》
《生产经营单位管理人员生产考核合格证》,安全生产,ai,True,<泛类型>,涉及生产经营单位管理人员安全考核。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《生产经营单位管理人员生产考核合格证》
《生产经营景气状况》,统计相关,ai,True,<泛类型>,《生产经营景气状况》属统计类指标。,统计相关,(6-7) 泛型法条被AI分为具体分类'统计相关'，应删除 | 原标记: <泛类型> | 法条: 《生产经营景气状况》
《生产记录》,产品质量与安全,ai,True,<泛类型>,《生产记录》多指食品药品生产管理。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生产记录》
《生产记录单》,产品质量与安全,ai,True,<泛类型>,“生产记录单”通常系食品药品生产管理。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生产记录单》
《生命与灾害》,安全生产,ai,True,<泛类型>,涉及生命与灾害安全防护管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《生命与灾害》
《生活周刊》,公共文化与传媒,ai,True,<泛类型>,《生活周刊》属期刊出版传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《生活周刊》
《生物降解塑料购物袋》,产品质量与安全,ai,True,<泛类型>,针对生物降解塑料袋产品标准要求。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生物降解塑料购物袋》
《生猪屠宰管理条例》,产品质量与安全,ai,True,<泛类型>,生猪屠宰管理属食品安全监管。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生猪屠宰管理条例》
《生猪屠宰管理条例》第十一条生猪定点屠宰厂(场)应当具备的规定条,产品质量与安全,ai,True,<泛类型>,生猪屠宰管理直接涉及食品安全。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生猪屠宰管理条例》第十一条生猪定点屠宰厂(场)应当具备的规定条
《生猪屠宰管理条例》第十三条第二款之规定,产品质量与安全,ai,True,<泛类型>,生猪屠宰管理条例属食品安全监管。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生猪屠宰管理条例》第十三条第二款之规定
《生猪屠宰管理条例实施办法行政处罚规范自由裁量权》,产品质量与安全,ai,True,<泛类型>,《生猪屠宰管理条例》属食品安全监管。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生猪屠宰管理条例实施办法行政处罚规范自由裁量权》
《生猪屠宰管理条例实族办法》,产品质量与安全,ai,True,<泛类型>,涉及生猪屠宰监管，属食品安全。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《生猪屠宰管理条例实族办法》
《用地申请书》,建设工程与房地产,ai,True,<泛类型>,标题为用地申请书，涉土地使用。,房地产/土地,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《用地申请书》
《田阳百达江超市商品报损单》,财税与金融监管,ai,True,<泛类型>,商品报损涉及财务核算管理。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《田阳百达江超市商品报损单》
《甲醇储罐V1*8c罐顶封堵高处作业证》,安全生产,ai,True,<泛类型>,涉及甲醇危化品设施高处作业管理。,安全生产/危化品,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《甲醇储罐V1*8c罐顶封堵高处作业证》
《电/扶梯维护保养合同》,安全生产,ai,True,<泛类型>,《电梯维护保养合同》属特种设备管理。,特种设备,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《电/扶梯维护保养合同》
《电信和互联网用户个人信息保护规定》第二十三条“电信业务经营者、互联网信息服务提供者违反本规定第九条,网络/数据安全,ai,True,<泛类型>,涉及电信互联网用户个人信息保护规定。,网络/数据安全,(6-7) 泛型法条被AI分为具体分类'网络/数据安全'，应删除 | 原标记: <泛类型> | 法条: 《电信和互联网用户个人信息保护规定》第二十三条“电信业务经营者、互联网信息服务提供者违反本规定第九条
《电动吊篮租赁合同》,建设工程与房地产,ai,True,<泛类型>,电动吊篮系建筑施工设备租赁。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《电动吊篮租赁合同》
《电动自行车用锂离子蓄电池》,产品质量与安全,ai,True,<泛类型>,电动自行车锂电池产品标准规范相关。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《电动自行车用锂离子蓄电池》
《电动自行车通用技术条件》,产品质量与安全,ai,True,<泛类型>,《电动自行车通用技术条件》属产品标准。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《电动自行车通用技术条件》
《电商平台合同》,市场秩序与竞争监管,ai,True,<泛类型>,电商平台合同主要规范网络交易秩序。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《电商平台合同》
《电子商务合作协议》,网络市场交易/市场秩序,ai,True,<泛类型>,电子商务合作协议，属电商交易秩序。,网络市场交易/市场秩序,(6-7) 泛型法条被AI分为具体分类'网络市场交易/市场秩序'，应删除 | 原标记: <泛类型> | 法条: 《电子商务合作协议》
《电子商务服务合同》,市场秩序与竞争监管,ai,True,<泛类型>,《电子商务服务合同》规范电商交易秩序。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《电子商务服务合同》
《电子商务法》,网络市场交易/市场秩序,ai,True,<泛类型>,根据《电子商务法》规范电商交易秩序。,网络市场交易/市场秩序,(6-7) 泛型法条被AI分为具体分类'网络市场交易/市场秩序'，应删除 | 原标记: <泛类型> | 法条: 《电子商务法》
《电子行程单》,交通运输,ai,True,<泛类型>,电子行程单用于客运服务管理。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《电子行程单》
《电池液（硫酸）装卸操作规范》,安全生产,ai,True,<泛类型>,电池液硫酸属危化品装卸操作规范。,安全生产/危化品,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《电池液（硫酸）装卸操作规范》
《电磁兼容 限值 谐波电流发射限值（设备每相输入电流≤16A）》,产品质量与安全,ai,True,<泛类型>,产品未符合电磁兼容技术限值要求。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《电磁兼容 限值 谐波电流发射限值（设备每相输入电流≤16A）》
《电视频道清单》,公共文化与传媒,ai,True,<泛类型>,与电视频道管理及传媒秩序相关。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《电视频道清单》
《电费交费通知单》,市场秩序与竞争监管,ai,True,<泛类型>,《电费交费通知单》涉及电价收费事项。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《电费交费通知单》
《电费清单》,市场秩序与竞争监管,ai,True,<泛类型>,涉及电费结算、收费项目规范。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《电费清单》
《留样记录表》,产品质量与安全,ai,True,<泛类型>,《留样记录表》多用于食品留样管理。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《留样记录表》
《白云石粉体加工项目》,环境保护,ai,True,<泛类型>,建设项目涉及环保审批监管。,环境保护,(6-7) 泛型法条被AI分为具体分类'环境保护'，应删除 | 原标记: <泛类型> | 法条: 《白云石粉体加工项目》
《白砂糖》,产品质量与安全,ai,True,<泛类型>,白砂糖属食品范围管理。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《白砂糖》
《白银市工商行政管理局责令改正通知书》,市场主体与登记治理,ai,True,<泛类型>,工商局责令改正，多涉登记问题。,无照经营/登记问题,(6-7) 泛型法条被AI分为具体分类'市场主体与登记治理'，应删除 | 原标记: <泛类型> | 法条: 《白银市工商行政管理局责令改正通知书》
《白银市工商行政管理机关行政处罚自由裁量暂行标准一》第七条第（二）项,市场秩序与竞争监管,ai,True,<泛类型>,工商机关处罚标准，多为市场秩序类。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《白银市工商行政管理机关行政处罚自由裁量暂行标准一》第七条第（二）项
《白银日报》,公共文化与传媒,ai,True,<泛类型>,《白银日报》属报纸出版传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《白银日报》
《百度推广服务订单》,市场秩序与竞争监管,ai,True,<泛类型>,网络推广服务订单，属市场交易秩序。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《百度推广服务订单》
《皂类产品委托加工合同书》,市场秩序与竞争监管,ai,True,<泛类型>,合同文本规范商品加工及市场秩序。,消费者权益/市场秩序,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《皂类产品委托加工合同书》
《皮革服装》,产品质量与安全,ai,True,<泛类型>,皮革服装产品标准，属产品质量监管。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《皮革服装》
《皮鞋》,产品质量与安全,ai,True,<泛类型>,《皮鞋》属产品质量标准规范。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《皮鞋》
《皮鞋外底》,产品质量与安全,ai,True,<泛类型>,《皮鞋外底》属产品质量标准规范。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《皮鞋外底》
《盐池县财政局行政处罚告知书》,财税与金融监管,ai,True,<泛类型>,财政局处罚多涉会计财务问题。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《盐池县财政局行政处罚告知书》
《盐渍海蜇皮和盐渍海蜇头》,产品质量与安全,ai,True,<泛类型>,盐渍海蜇属食品范畴管理。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《盐渍海蜇皮和盐渍海蜇头》
《监控抓拍截图》,交通运输,ai,True,<泛类型>,监控抓拍多用于交通违法取证。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《监控抓拍截图》
《监理通知单》,建设工程与房地产,ai,True,<泛类型>,《监理通知单》系工程监理文书。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《监理通知单》
《监理通知回复单》,建设工程与房地产,ai,True,<泛类型>,监理通知属工程建设管理文件。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《监理通知回复单》
《监督抽查不符合项目通知书》,产品质量与安全,ai,True,<泛类型>,监督抽查为产品质量监督范畴。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《监督抽查不符合项目通知书》
《监验检测机构监督管理办法》,产品质量与安全,ai,True,<泛类型>,监验检测机构监管，关系产品质量。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《监验检测机构监督管理办法》
《直接费用报销单》,财税与金融监管,ai,True,<泛类型>,涉及费用报销单据管理问题。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《直接费用报销单》
《直播服务合作协议》,公共文化与传媒,ai,True,<泛类型>,直播服务协议，属网络传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《直播服务合作协议》
《直流电动喷雾机（器）》,产品质量与安全,ai,True,<泛类型>,涉及具体产品标准与质量要求。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《直流电动喷雾机（器）》
《直销框架合同》,规范直销/打击传销,ai,True,<泛类型>,直销框架合同内容，属直销监管。,规范直销和打击传销,(6-7) 泛型法条被AI分为具体分类'规范直销/打击传销'，应删除 | 原标记: <泛类型> | 法条: 《直销框架合同》
《直销管理条例》,规范直销/打击传销,ai,True,<泛类型>,依据《直销管理条例》直接对应直销监管。,规范直销/打击传销,(6-7) 泛型法条被AI分为具体分类'规范直销/打击传销'，应删除 | 原标记: <泛类型> | 法条: 《直销管理条例》
《相关违法行为行政处罚裁量权执行标准》第一百四十九条第（二）项,其他,ai,True,<泛类型>,仅给出条款序号，无法判断类型。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《相关违法行为行政处罚裁量权执行标准》第一百四十九条第（二）项
《省发展改革委关于阶段性降低企业用电成本支持企业复工复产的通知》,市场秩序与竞争监管,ai,True,<泛类型>,涉及电价调整，属价格管理范围。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《省发展改革委关于阶段性降低企业用电成本支持企业复工复产的通知》
《省发展改革委关于降低一般工商业电价有关事项的通知》,市场秩序与竞争监管,ai,True,<泛类型>,《发展改革委通知》属电价价格管理。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《省发展改革委关于降低一般工商业电价有关事项的通知》
《省政府关于调整地方教育附加等政府性基金有关政策的通知》,市场秩序与竞争监管,ai,True,<泛类型>,《地方教育附加》属收费基金管理。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《省政府关于调整地方教育附加等政府性基金有关政策的通知》
《省政府关于调整教育费附加等政府性基金征收办法的通知》,财税与金融监管,ai,True,<泛类型>,涉及教育费附加等政府性基金征收。,税收违规,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《省政府关于调整教育费附加等政府性基金征收办法的通知》
《省际包车牌》,交通运输,ai,True,<泛类型>,《省际包车牌》系道路运输管理规范。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《省际包车牌》
《石家庄市工商行政管理局行政处罚自由裁量权实施办法及执行标准》第十条,其他,ai,True,<泛类型>,仅给条号无内容，无法准确判断。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《石家庄市工商行政管理局行政处罚自由裁量权实施办法及执行标准》第十条
《石油化工自动化仪表选型设计规范》,安全生产,ai,True,<泛类型>,涉及石油化工自动化仪表安全设计规范。,安全生产/危化品,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《石油化工自动化仪表选型设计规范》
《码头附属设施技术规范》,建设工程与房地产,ai,True,<泛类型>,涉及码头工程设施技术规范管理。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《码头附属设施技术规范》
《砂实验报告》,产品质量与安全,ai,True,<泛类型>,砂实验报告属材料质量检测依据。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《砂实验报告》
《砂试验报告》,产品质量与安全,ai,True,<泛类型>,涉及砂试验报告，属工程材料质量。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《砂试验报告》
《砌筑水泥》,建设工程与房地产,ai,True,<泛类型>,《砌筑水泥》属工程施工技术规范。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《砌筑水泥》
